"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14604","Verify Report History","chromium","Tue Feb 18 09:44:15 UTC 2025","failed","Tue Feb 18 09:44:30 UTC 2025","Report History Tests","cymulate-test.spec.ts","",""
